geno;pheno;nSamples;nCases;nControls;p;beta;lower;upper;se;MedCases;MedControls;Panel
SRSF2_mis_VAF20;DDAH1:O94760:OID21299:v1:Oncology;35344;14;35330;1,68E-05;1,102078042;0,600273837;1,603882247;0,256018446;1,335416627;0,016762015;Oncology
CH_VE_mis_VAF05;IL10:P22301:OID20431:v1:Inflammation;34873;1427;33446;1,69E-05;0,116584753;0,06348631;0,169683195;0,027090595;0,139115833;0,003035121;Inflammation
TET2_VE_VAF20;LILRB1:Q8NHL6:OID20323:v1:Cardiometabolic;35953;56;35897;1,70E-05;0,543765723;0,295972045;0,7915594;0,12642339;0,559717482;-0,020558681;Cardiometabolic
TET2_mis_VAF05;ESM1:Q9NQ30:OID20758:v1:Inflammation;35455;115;35340;1,70E-05;-0,3807105;-0,554205214;-0,207215786;0,0885163;-0,228035579;0,037827256;Inflammation
TET2_VE;SIGLEC6:O43699:OID21394:v1:Oncology;35820;279;35541;1,70E-05;0,254381932;0,138456584;0,37030728;0,059144664;0,186958363;0,000236242;Oncology
IDH2_mis;CD300E:Q496F6:OID21418:v1:Oncology;35682;6;35676;1,79E-05;1,566127252;0,850715729;2,281538776;0,365000141;2,017789868;0,001066404;Oncology
ASXL1_VE_VAF10;DSC2:Q02487:OID21079:v1:Neurology;35113;66;35047;1,79E-05;0,490790165;0,266574212;0,715006117;0,114394033;0,822080084;0,029786623;Neurology
ASXL1_VE_VAF10;CD1C:P29017:OID21483:v1:Oncology;35644;67;35577;1,81E-05;0,498672824;0,270686886;0,726658762;0,116317523;0,371923995;-0,015274132;Oncology
TET2_mis_VAF10;COL1A1:P02452:OID20335:v1:Cardiometabolic;35953;61;35892;1,83E-05;-0,540326999;-0,787457896;-0,293196102;0,126085243;-0,434246498;0,001270127;Cardiometabolic
TET2_VE_mis_VAF10;RNASE3:P12724:OID20203:v1:Cardiometabolic;35398;196;35202;1,83E-05;-0,296616295;-0,432303997;-0,160928593;0,069227312;-0,139049888;0,001960912;Cardiometabolic
JAK2_mis_VAF20;LGALS1:P09382:OID20154:v1:Cardiometabolic;35528;5;35523;1,85E-05;1,71561271;0,93042424;2,50080118;0,400600006;1,727024424;0,001904364;Cardiometabolic
SF3B1_mis_VAF05;CCL4:P13236:OID20695:v1:Inflammation;35527;20;35507;1,86E-05;-0,952703393;-1,388768544;-0,516638242;0,22247869;-0,936455802;0,003738316;Inflammation
CH_VE_mis;ANGPT1:Q15389:OID20740:v1:Inflammation;35219;1715;33504;1,86E-05;-0,106053896;-0,154607472;-0,05750032;0,024771832;-0,06568495;0,009095813;Inflammation
CH_VE_mis_VAF20;SCRN1:Q12765:OID20542:v1:Inflammation;35445;281;35164;1,89E-05;0,252032147;0,13655125;0,367513043;0,058917885;0,302263142;0,005129885;Inflammation
JAK2_mis;GCNT1:Q02742:OID21379:v1:Oncology;35344;14;35330;1,91E-05;1,090192556;0,590492417;1,589892695;0,25494496;1,345422195;0,033552699;Oncology
JAK2_mis_VAF05;GCNT1:Q02742:OID21379:v1:Oncology;35344;14;35330;1,91E-05;1,090192556;0,590492417;1,589892695;0,25494496;1,345422195;0,033552699;Oncology
SF3B1_mis_VAF10;EBI3_IL27:Q14213_Q8NEV9:OID21389:v1:Oncology;35758;12;35746;1,91E-05;-1,178102992;-1,718216271;-0,637989712;0,275563688;-1,080826408;0,007310266;Oncology
JAK2_mis_VAF10;DOK2:O60496:OID20138:v1:Cardiometabolic;35528;14;35514;1,92E-05;1,123368177;0,608221728;1,638514626;0,262825651;0,517268727;0,001904364;Cardiometabolic
DNMT3A_VE_mis_VAF05;MMP1:P03956:OID20672:v1:Inflammation;34067;802;33265;1,93E-05;-0,15185328;-0,221508764;-0,082197797;0,035537896;-0,120848646;0,024239402;Inflammation
IDH2_mis;LRRC25:Q8N386:OID21333:v1:Oncology;35344;6;35338;1,94E-05;1,666556611;0,901934372;2,43117885;0,390107129;1,646892556;0,002250796;Oncology
SRSF2_mis;LILRA5:A6NI73:OID20209:v1:Cardiometabolic;35459;22;35437;1,97E-05;0,836776551;0,452617753;1,220935348;0,195996263;0,968177219;-0,011276492;Cardiometabolic
CH_VE_mis;IL10:P22301:OID20431:v1:Inflammation;34873;1713;33160;2,00E-05;0,105896536;0,057230244;0,154562828;0,024829331;0,123123332;0,003035121;Inflammation
TET2_VE_VAF20;NCF2:P19878:OID20567:v1:Inflammation;35372;59;35313;2,03E-05;-0,535672093;-0,782008089;-0,289336098;0,125679617;-0,503121743;0,001648997;Inflammation
CH_VE_VAF20;S100P:P25815:OID20103:v1:Cardiometabolic;34840;153;34687;2,03E-05;-0,330341899;-0,48225602;-0,178427778;0,077505922;-0,126349921;0,020098709;Cardiometabolic
JAK2_mis_VAF20;AMIGO2:Q86SJ2:OID21370:v1:Oncology;35344;4;35340;2,04E-05;2,089023104;1,128085978;3,049960229;0,490266178;2,118964743;-0,000598615;Oncology
IDH2_mis_VAF05;CLEC6A:Q6EIG7:OID21228:v1:Oncology;34690;5;34685;2,06E-05;1,786986151;0,964671254;2,609301048;0,419541413;1,683392097;0,037526894;Oncology
IDH2_mis_VAF10;CLEC6A:Q6EIG7:OID21228:v1:Oncology;34690;5;34685;2,06E-05;1,786986151;0,964671254;2,609301048;0,419541413;1,683392097;0,037526894;Oncology
TET2_VE_VAF05;LILRB1:Q8NHL6:OID20323:v1:Cardiometabolic;35953;250;35703;2,15E-05;0,256293549;0,138072449;0,37451465;0,060315955;0,254427097;-0,022487839;Cardiometabolic
JAK2_mis;ADGRE5:P48960:OID20260:v1:Cardiometabolic;35757;16;35741;2,19E-05;0,998144395;0,537259058;1,459029732;0,2351419;1,279308904;0,017368889;Cardiometabolic
JAK2_mis_VAF05;ADGRE5:P48960:OID20260:v1:Cardiometabolic;35757;16;35741;2,19E-05;0,998144395;0,537259058;1,459029732;0,2351419;1,279308904;0,017368889;Cardiometabolic
CH_mis_VAF10;SIRPB1:O00241:OID20739:v1:Inflammation;35396;324;35072;2,19E-05;0,228066615;0,122756112;0,333377117;0,053728989;0,299661006;0,021599745;Inflammation
CBL_mis;AXL:P30530:OID20363:v1:Cardiometabolic;35661;4;35657;2,22E-05;2,044917278;1,100135451;2,989699106;0,482023956;1,972840385;-0,002560292;Cardiometabolic
CBL_mis_VAF05;AXL:P30530:OID20363:v1:Cardiometabolic;35661;4;35657;2,22E-05;2,044917278;1,100135451;2,989699106;0,482023956;1,972840385;-0,002560292;Cardiometabolic
DNMT3A_VE_mis_VAF10;FASLG:P48023:OID20665:v1:Inflammation;35880;439;35441;2,23E-05;0,191703494;0,103098507;0,280308482;0,045205924;0,12577018;0,021061413;Inflammation
CH_mis_VAF20;LAIR1:Q6GTX8:OID20737:v1:Inflammation;35455;127;35328;2,24E-05;0,326574056;0,17560576;0,477542352;0,077023413;0,568275399;0,023544654;Inflammation
TET2_VE_mis_VAF10;ITGAM:P11215:OID21071:v1:Neurology;35585;199;35386;2,26E-05;0,287947897;0,154773618;0,421122175;0,067944986;0,2048192;-0,027657217;Neurology
SF3B1_mis;PAPPA:Q13219:OID20421:v1:Inflammation;34873;21;34852;2,28E-05;0,882554349;0,474157953;1,290950744;0,208362068;1,61056498;0,018758121;Inflammation
TET2_VE_VAF10;CCL22:O00626:OID20765:v1:Inflammation;35135;145;34990;2,35E-05;0,332901399;0,178636081;0,487166717;0,078705516;0,352159397;0,001878086;Inflammation
TET2_mis_VAF10;FGR:P09769:OID20828:v1:Neurology;34766;59;34707;2,37E-05;-0,528005332;-0,772789727;-0,283220936;0,124887922;-0,467989956;-0,003869825;Neurology
SRSF2_mis;DDAH1:O94760:OID21299:v1:Oncology;35344;23;35321;2,39E-05;0,844128884;0,452550268;1,235707499;0,199781803;1,221820852;0,016762015;Oncology
JAK2_mis_VAF20;PEAR1:Q5VY43:OID20257:v1:Cardiometabolic;35953;5;35948;2,46E-05;1,855671943;0,99365621;2,717687675;0,439797144;2,675827535;0,001034918;Cardiometabolic
SRSF2_mis;FLT3LG:P49771:OID20661:v1:Inflammation;35880;23;35857;2,46E-05;-0,830480642;-1,216326749;-0,444634535;0,196857201;-0,319779564;0,012499456;Inflammation
SRSF2_mis_VAF05;FLT3LG:P49771:OID20661:v1:Inflammation;35880;20;35860;2,47E-05;-0,890505863;-1,304279515;-0,47673221;0,211105728;-0,29033859;0,012499456;Inflammation
CH_VE;FLT3:P36888:OID21272:v1:Oncology;34690;1005;33685;2,48E-05;0,132007266;0,070648609;0,193365922;0,031304914;0,029379987;-0,010726625;Oncology
SF3B1_mis_VAF10;TNFSF13:O75888:OID20733:v1:Inflammation;35657;12;35645;2,49E-05;-1,131444022;-1,657393089;-0,605494955;0,268337136;-0,89427033;0,025544664;Inflammation
CH_VE;NID1:P14543:OID20362:v1:Cardiometabolic;35522;1023;34499;2,56E-05;-0,130643943;-0,191462914;-0,069824972;0,031029594;-0,00204525;-0,00204525;Cardiometabolic
JAK2_mis_VAF10;CD69:Q07108:OID20206:v1:Cardiometabolic;35335;14;35321;2,56E-05;1,114682825;0,595684696;1,633680954;0,264790712;0,429529081;-0,002080718;Cardiometabolic
SRSF2_mis_VAF20;IFNLR1:Q8IU57:OID20506:v1:Inflammation;35445;14;35431;2,57E-05;1,062636675;0,567833409;1,557439941;0,25244662;1,61671596;0,002385985;Inflammation
CH_VE_mis_VAF10;CA1:P00915:OID20409:v1:Cardiometabolic;34671;757;33914;2,62E-05;-0,14896578;-0,218398823;-0,079532736;0,03542443;-0,113085551;-0,00026752;Cardiometabolic
TET2_VE_mis_VAF20;KIR3DL1:P43629:OID21185:v1:Oncology;34690;71;34619;2,64E-05;-0,494515681;-0,725133834;-0,263897528;0,117660359;-0,552171651;-0,011848094;Oncology
CH_VE_mis_VAF10;KLRB1:Q12918:OID20629:v1:Inflammation;35880;774;35106;2,65E-05;0,145198038;0,077472233;0,212923843;0,034553446;0,208587531;0,033447306;Inflammation
IDH2_mis;IL6:P05231:OID20911:v1:Neurology;35323;6;35317;2,68E-05;1,512789665;0,806764017;2,218815314;0,360211379;1,47869358;0,004144251;Neurology
CH_VE_mis_VAF20;CRH:P06850:OID21257:v1:Oncology;34628;268;34360;2,70E-05;-0,249659988;-0,366224611;-0,133095364;0,05947075;-0,235581703;0,023320965;Oncology
IDH2_mis_VAF05;IL6:P05231:OID20911:v1:Neurology;35323;5;35318;2,78E-05;1,653775803;0,880433096;2,427118511;0,394556265;1,754058804;0,004144251;Neurology
IDH2_mis_VAF10;IL6:P05231:OID20911:v1:Neurology;35323;5;35318;2,78E-05;1,653775803;0,880433096;2,427118511;0,394556265;1,754058804;0,004144251;Neurology
TET2_VE_mis_VAF20;EGFL7:Q9UHF1:OID21252:v1:Oncology;34690;71;34619;2,79E-05;0,471236324;0,250821305;0,691651343;0,112454765;0,439273758;0,017943336;Oncology
SRSF2_mis_VAF05;DDAH1:O94760:OID21299:v1:Oncology;35344;20;35324;2,79E-05;0,897723933;0,477801272;1,317646594;0,214242819;1,200024443;0,016833859;Oncology
TET2_mis_VAF10;EGLN1:Q9GZT9:OID20572:v1:Inflammation;35445;61;35384;2,80E-05;-0,505359365;-0,741793358;-0,268925373;0,120627664;-0,496721438;-0,007778382;Inflammation
TET2_VE_mis_VAF10;ESM1:Q9NQ30:OID20758:v1:Inflammation;35455;202;35253;2,81E-05;-0,280244745;-0,411373889;-0,149115602;0,066901558;-0,106478522;0,038101759;Inflammation
TET2_VE_VAF20;LILRA5:A6NI73:OID20209:v1:Cardiometabolic;35459;56;35403;2,86E-05;0,514329943;0,273436665;0,755223222;0,122902775;0,611542483;-0,011657955;Cardiometabolic
TET2_VE_VAF05;DEFA1_DEFA1B:P59665:OID20344:v1:Cardiometabolic;34834;241;34593;2,86E-05;-0,260373052;-0,382326224;-0,13841988;0,062219976;-0,067011376;0,032139169;Cardiometabolic
TET2_VE_mis_VAF10;CD209:Q9NNX6:OID20262:v1:Cardiometabolic;35678;198;35480;2,87E-05;-0,29077653;-0,427003123;-0,154549937;0,069502271;-0,241768917;-0,001899674;Cardiometabolic
DNMT3A_VE_mis;EDA2R:Q9HAV5:OID21451:v1:Oncology;35820;1081;34739;2,88E-05;-0,097557681;-0,143267694;-0,051847668;0,023321072;0,213761824;0,022492099;Oncology
TET2_VE_mis_VAF10;SIGLEC6:O43699:OID21394:v1:Oncology;35820;203;35617;2,90E-05;0,288544017;0,15329208;0,423795955;0,069005015;0,250921974;0,000236242;Oncology
CH_VE_mis_VAF10;VSIG4:Q9Y279:OID21144:v1:Neurology;35585;771;34814;2,92E-05;0,134650504;0,071511167;0,19778984;0,032213438;0,364014172;0,016406115;Neurology
TET2_VE_mis;CCL5:P13501:OID20412:v1:Cardiometabolic;35661;402;35259;2,93E-05;-0,207770181;-0,305214019;-0,110326344;0,049715461;-0,236506723;0,000355602;Cardiometabolic
CH_mis_VAF10;LAG3:P18627:OID21315:v1:Oncology;35344;328;35016;2,94E-05;0,219993666;0,116800974;0,323186359;0,052648488;0,349579007;-0,000407058;Oncology
CH_VE_mis_VAF20;LAG3:P18627:OID21315:v1:Oncology;35344;277;35067;2,95E-05;0,238642942;0,126675398;0,350610487;0,057125382;0,401550685;-0,000407058;Oncology
CH_VE_mis_VAF05;VEGFC:P49767:OID21524:v1:Oncology;35644;1456;34188;3,01E-05;-0,110432576;-0,162294336;-0,058570817;0,026459664;-0,061834267;0,015654235;Oncology
IDH2_mis_VAF05;IL6:P05231:OID20563:v1:Inflammation;35445;5;35440;3,03E-05;1,673322038;0,887137904;2,459506171;0,401107957;1,721090123;0,004628823;Inflammation
IDH2_mis_VAF10;IL6:P05231:OID20563:v1:Inflammation;35445;5;35440;3,03E-05;1,673322038;0,887137904;2,459506171;0,401107957;1,721090123;0,004628823;Inflammation
JAK2_mis;LACTB2:Q53H82:OID20150:v1:Cardiometabolic;35528;16;35512;3,05E-05;1,026837562;0,544243061;1,509432064;0,246217778;0,456946247;-4,76E-05;Cardiometabolic
JAK2_mis_VAF05;LACTB2:Q53H82:OID20150:v1:Cardiometabolic;35528;16;35512;3,05E-05;1,026837562;0,544243061;1,509432064;0,246217778;0,456946247;-4,76E-05;Cardiometabolic
IDH2_mis;IL6:P05231:OID21276:v1:Oncology;35344;6;35338;3,05E-05;1,505551937;0,797921652;2,213182222;0,361030068;1,457756085;0,00129301;Oncology
TET2_mis_VAF20;MAPK9:P45984:OID20557:v1:Inflammation;35445;15;35430;3,08E-05;-1,045433715;-1,537028104;-0,553839327;0,250809464;-0,679166754;0,005296906;Inflammation
TET2_VE_VAF05;LILRB2:Q8N423:OID20301:v1:Cardiometabolic;35757;248;35509;3,11E-05;0,257349782;0,136270556;0,378429007;0,061774148;0,319949776;0,015194644;Cardiometabolic
TET2_VE_VAF05;RETN:Q9HD89:OID20327:v1:Cardiometabolic;35441;243;35198;3,12E-05;-0,255539672;-0,375800832;-0,135278512;0,061356756;-0,184852976;0,025233239;Cardiometabolic
TET2_VE_mis_VAF05;RETN:Q9HD89:OID20327:v1:Cardiometabolic;35441;353;35088;3,13E-05;-0,212228888;-0,312117862;-0,112339915;0,050962949;-0,127645433;0,025543942;Cardiometabolic
TET2_VE_VAF05;PRSS27:Q9BQR3:OID20212:v1:Cardiometabolic;35398;246;35152;3,14E-05;-0,261732955;-0,384954097;-0,138511813;0,062866924;-0,301752164;0,002244535;Cardiometabolic
CH_VE_VAF10;ITGB2:P05107:OID20315:v1:Cardiometabolic;35237;456;34781;3,16E-05;0,184613356;0,097668455;0,271558257;0,044358927;0,256582436;-0,023958951;Cardiometabolic
DNMT3A_VE_mis_VAF10;IGF1R:P08069:OID21274:v1:Oncology;35344;436;34908;3,18E-05;0,190886198;0,100969019;0,280803376;0,045875376;0,295420015;0,00521995;Oncology
DNMT3A_VE_mis;FLT3LG:P49771:OID20661:v1:Inflammation;35880;1075;34805;3,18E-05;-0,122339371;-0,179968974;-0,064709769;0,029402402;0,030285542;0,011367379;Inflammation
TET2_VE_mis_VAF10;HBEGF:Q99075:OID21465:v1:Oncology;35704;202;35502;3,21E-05;-0,288013668;-0,423763163;-0,152264172;0,069258859;-0,342854253;0,01693966;Oncology
TET2_VE_mis_VAF20;SIGLEC7:Q9Y286:OID20190:v1:Cardiometabolic;35528;69;35459;3,23E-05;0,457840985;0,241968551;0,673713419;0,110137249;0,600620156;0,021949548;Cardiometabolic
TET2_VE_mis;DEFA1_DEFA1B:P59665:OID20344:v1:Cardiometabolic;34834;393;34441;3,24E-05;-0,202771135;-0,298389373;-0,107152898;0,048784007;-0,068665547;0,032381997;Cardiometabolic
SF3B1_mis_VAF05;DNER:Q8NFT8:OID20712:v1:Inflammation;35328;20;35308;3,24E-05;-0,874823429;-1,287375054;-0,462271803;0,210482143;-1,017929771;-0,041647029;Inflammation
SF3B1_mis_VAF05;TNFRSF10C:O14798:OID20265:v1:Cardiometabolic;35566;19;35547;3,28E-05;0,967842565;0,511109157;1,424575972;0,233023559;1,50385203;-0,008168064;Cardiometabolic
SF3B1_mis;CCL4:P13236:OID20695:v1:Inflammation;35527;21;35506;3,32E-05;-0,900127876;-1,325150494;-0,475105259;0,216844834;-0,871701373;0,003738316;Inflammation
IDH2_mis;LILRB2:Q8N423:OID20301:v1:Cardiometabolic;35757;6;35751;3,34E-05;1,63309667;0,861637587;2,404555754;0,393595413;1,929461023;0,017297988;Cardiometabolic
SF3B1_mis;EBI3_IL27:Q14213_Q8NEV9:OID21389:v1:Oncology;35758;21;35737;3,37E-05;-0,885521666;-1,303995721;-0,467047612;0,21350383;-0,763354391;0,007310266;Oncology
TET2_VE_mis_VAF20;APP:P05067:OID21070:v1:Neurology;35585;70;35515;3,41E-05;-0,489228798;-0,720576647;-0,25788095;0,11803275;-0,457395817;-0,002667023;Neurology
TET2_VE_mis_VAF05;FCER2:P06734:OID21133:v1:Neurology;35585;360;35225;3,43E-05;-0,209160422;-0,308108404;-0,110212439;0,050482866;-0,185911985;-0,002140012;Neurology
SRSF2_mis_VAF10;APOM:O95445:OID20374:v1:Cardiometabolic;35587;16;35571;3,47E-05;-0,969286613;-1,428112732;-0,510460493;0,234091257;-1,509720945;0,023294636;Cardiometabolic
CH_VE_mis_VAF10;IL3RA:P26951:OID20461:v1:Inflammation;34873;750;34123;3,49E-05;0,146839808;0,077313564;0,216366053;0,035471988;0,149850259;0,001189766;Inflammation
SRSF2_mis_VAF20;AXL:P30530:OID20363:v1:Cardiometabolic;35661;13;35648;3,49E-05;1,10716005;0,58292252;1,63139758;0,267463917;0,911204462;-0,002560292;Cardiometabolic
CH_VE_mis_VAF05;SIGLEC6:O43699:OID21394:v1:Oncology;35820;1469;34351;3,50E-05;0,109051313;0,057409634;0,160692992;0,026347385;0,132564434;0,000236242;Oncology
TET2_VE_VAF10;COL1A1:P02452:OID20335:v1:Cardiometabolic;35953;144;35809;3,50E-05;-0,340233226;-0,501364425;-0,179102026;0,082208524;-0,357735219;0,001270127;Cardiometabolic
CH_mis_VAF20;RELT:Q969Z4:OID21142:v1:Neurology;35585;128;35457;3,50E-05;0,309845896;0,163103536;0,456588256;0,074867367;0,374349924;-0,000927338;Neurology
TET2_VE_VAF10;TNFSF13B:Q9Y275:OID20272:v1:Cardiometabolic;35882;143;35739;3,51E-05;0,322438552;0,16970338;0,475173724;0,077924898;0,394469664;0,009894707;Cardiometabolic
CH_VE_mis_VAF20;IL1R2:P27930:OID20757:v1:Inflammation;35395;281;35114;3,52E-05;0,237600263;0,125039693;0,350160834;0,057427944;0,163671127;0,004347717;Inflammation
GNB1_mis_VAF20;OLR1:P78380:OID20183:v1:Cardiometabolic;35205;12;35193;3,61E-05;1,161094274;0,610245501;1,711943048;0,281040744;1,558286754;0,009226415;Cardiometabolic
SF3B1_mis_VAF10;EPO:P01588:OID20522:v1:Inflammation;35445;12;35433;3,66E-05;1,159969685;0,609263979;1,71067539;0,280967818;1,072930801;-0,023337029;Inflammation
CH_VE_VAF20;TPSAB1:Q15661:OID20642:v1:Inflammation;35814;164;35650;3,67E-05;0,319480662;0,167790688;0,471170636;0,077391637;0,416917991;0,013393533;Inflammation
TET2_VE_VAF20;LRRC25:Q8N386:OID21333:v1:Oncology;35344;58;35286;3,68E-05;0,518393754;0,27219703;0,764590479;0,125608559;0,589564181;0,002250796;Oncology
CH_VE;KIR2DL3:P43628:OID21196:v1:Oncology;34690;1005;33685;3,68E-05;-0,129658074;-0,191236411;-0,068079736;0,031416995;-0,052144265;0,021698322;Oncology
SF3B1_mis_VAF05;ANGPTL7:O43827:OID21412:v1:Oncology;35820;20;35800;3,74E-05;-0,912753813;-1,346625816;-0,47888181;0,221359816;-0,327673395;0,022279428;Oncology
SRSF2_mis;SPARC:P09486:OID21511:v1:Oncology;35644;22;35622;3,76E-05;-0,868797053;-1,281899406;-0,455694699;0,210763186;-0,75118242;0,007648721;Oncology
CH_mis_VAF05;ANGPT1:Q15389:OID20740:v1:Inflammation;35219;611;34608;3,80E-05;-0,167429419;-0,247085912;-0,087772926;0,040640411;-0,120454528;0,008063811;Inflammation
SF3B1_mis_VAF10;SSC5D:A1L4H1:OID20351:v1:Cardiometabolic;35661;12;35649;3,82E-05;-1,097922945;-1,62043993;-0,57540596;0,266586102;-0,979277139;0,00943528;Cardiometabolic
TET2_VE_mis;S100P:P25815:OID20103:v1:Cardiometabolic;34840;388;34452;3,86E-05;-0,201783422;-0,29786768;-0,105699163;0,04902177;-0,101680196;0,020995885;Cardiometabolic
CH_VE;APP:P05067:OID21070:v1:Neurology;35585;1028;34557;3,86E-05;-0,129425951;-0,191058701;-0,067793202;0,031444783;-0,089739344;0,007596318;Neurology
TET2_VE_VAF10;KIR3DL1:P43629:OID21185:v1:Oncology;34690;143;34547;3,90E-05;-0,341662283;-0,504440331;-0,178884236;0,083048638;-0,351704364;-0,011262978;Oncology
TET2_mis_VAF10;ESM1:Q9NQ30:OID20758:v1:Inflammation;35455;59;35396;3,90E-05;-0,50775753;-0,749675922;-0,265839138;0,123425784;-0,619696081;0,037743713;Inflammation
CH_mis_VAF10;PGLYRP1:O75594:OID20338:v1:Cardiometabolic;35757;332;35425;3,94E-05;0,216799232;0,113446318;0,320152145;0,052730253;0,303948608;0,040056767;Cardiometabolic
TET2_VE_mis_VAF10;LILRA5:A6NI73:OID20209:v1:Cardiometabolic;35459;197;35262;3,98E-05;0,270049916;0,141234135;0,398865697;0,06572129;0,448792615;-0,012540094;Cardiometabolic
MPL_mis;FLT4:P35916:OID21491:v1:Oncology;35644;5;35639;3,98E-05;1,752156887;0,916341715;2,58797206;0,426429594;1,715997073;-0,02456365;Oncology
CH_VE_mis;SIGLEC6:O43699:OID21394:v1:Oncology;35820;1763;34057;4,03E-05;0,099160437;0,051828871;0,146492003;0,024148382;0,113307225;0,000236242;Oncology
CH_VE_mis_VAF20;LILRA5:A6NI73:OID20209:v1:Cardiometabolic;35459;278;35181;4,04E-05;0,22788942;0,119097127;0,336681713;0,055505387;0,267886871;-0,012659303;Cardiometabolic
CH_VE_VAF20;CA1:P00915:OID20409:v1:Cardiometabolic;34671;154;34517;4,10E-05;-0,317508789;-0,469205325;-0,165812253;0,077394898;-0,368214847;-0,00026752;Cardiometabolic
CH_mis_VAF20;IFNGR1:P15260:OID20678:v1:Inflammation;35657;127;35530;4,11E-05;0,348642961;0,182044679;0,515241243;0,084997785;0,342342422;0,025497173;Inflammation
SRSF2_mis_VAF05;HBEGF:Q99075:OID21465:v1:Oncology;35704;20;35684;4,17E-05;-0,898964194;-1,328880658;-0,469047729;0,219341691;-1,059191458;0,015849741;Oncology
JAK2_mis_VAF10;NECTIN2:Q92692:OID20222:v1:Cardiometabolic;35459;14;35445;4,22E-05;1,025138123;0,534538085;1,51573816;0,250302153;1,131078827;0,022530143;Cardiometabolic
ASXL1_VE_VAF20;BMP6:P22004:OID20111:v1:Cardiometabolic;34772;25;34747;4,25E-05;0,814125705;0,424348409;1,203903001;0,198862664;0,618434251;-0,002476706;Cardiometabolic
TET2_VE_VAF20;CD177:Q8N6Q3:OID21119:v1:Neurology;35533;58;35475;4,33E-05;-0,538698269;-0,796884454;-0,280512084;0,131725556;-0,530575838;-0,013501944;Neurology
TET2_VE_mis_VAF05;CCL5:P13501:OID20412:v1:Cardiometabolic;35661;359;35302;4,37E-05;-0,215000492;-0,318101651;-0,111899334;0,052601804;-0,232411004;0,000355602;Cardiometabolic
TET2_VE_VAF20;APP:P05067:OID21070:v1:Neurology;35585;58;35527;4,38E-05;-0,529821238;-0,783925797;-0,275716678;0,129643133;-0,457395817;-0,002667023;Neurology
TET2_VE_mis_VAF20;LILRB2:Q8N423:OID20301:v1:Cardiometabolic;35757;69;35688;4,41E-05;0,474697552;0,246941025;0,702454079;0,116200491;0,531362707;0,016447189;Cardiometabolic
TET2_VE_mis_VAF10;VWF:P04275:OID20256:v1:Cardiometabolic;35953;200;35753;4,46E-05;-0,285636185;-0,422759142;-0,148513227;0,069959611;-0,165910588;-0,001458294;Cardiometabolic
CH_VE_VAF10;BTN3A2:P78410:OID20540:v1:Inflammation;35445;467;34978;4,49E-05;0,184621476;0,095956876;0,273286076;0,045236319;0,290719595;0,003936882;Inflammation
TET2_VE_mis_VAF10;NADK:O95544:OID20178:v1:Cardiometabolic;35528;197;35331;4,51E-05;-0,280605285;-0,415396898;-0,145813672;0,06877014;-0,186174023;-0,010593218;Cardiometabolic
JAK2_mis_VAF10;MCFD2:Q8NI22:OID20171:v1:Cardiometabolic;35457;14;35443;4,52E-05;1,070669417;0,55626566;1,585073174;0,262446714;0,449911707;0,006169852;Cardiometabolic
CH_VE_mis_VAF10;CD14:P08571:OID20378:v1:Cardiometabolic;34715;759;33956;4,53E-05;0,142032187;0,073788035;0,21027634;0,034817865;0,24725582;0,020120896;Cardiometabolic
TET2_VE_mis_VAF05;CRH:P06850:OID21257:v1:Oncology;34628;351;34277;4,54E-05;-0,21258767;-0,314750418;-0,110424921;0,052122978;-0,227668298;0,024151399;Oncology
SF3B1_mis;ITGA6:P23229:OID20528:v1:Inflammation;35445;21;35424;4,55E-05;-0,90361562;-1,337927573;-0,469303667;0,221584197;-0,865389994;0,004318642;Inflammation
TET2_VE;COL1A1:P02452:OID20335:v1:Cardiometabolic;35953;275;35678;4,56E-05;-0,244015339;-0,361306208;-0,12672447;0,059841355;-0,315663768;0,001270127;Cardiometabolic
TET2_VE_VAF10;GRN:P28799:OID21159:v1:Neurology;35401;147;35254;4,58E-05;0,322639792;0,167509119;0,477770466;0,079147037;0,385545242;-0,001863338;Neurology
SF3B1_mis_VAF05;APP:P05067:OID21070:v1:Neurology;35585;20;35565;4,62E-05;-0,922415339;-1,366113184;-0,478717493;0,226372872;-0,866245915;-0,002667023;Neurology
CH_VE_mis_VAF20;EGFL7:Q9UHF1:OID21252:v1:Oncology;34690;269;34421;4,65E-05;0,236758889;0,122832887;0,35068489;0,058124541;0,351030171;0,016187848;Oncology
SRSF2_mis_VAF20;EBAG9:O00559:OID20918:v1:Neurology;35323;14;35309;4,74E-05;1,071563362;0,555357791;1,587768933;0,263365957;1,207994667;0,002874621;Neurology
TET2_VE_mis_VAF20;NADK:O95544:OID20178:v1:Cardiometabolic;35528;69;35459;4,82E-05;-0,471052206;-0,698190799;-0,243913613;0,115885199;-0,36249627;-0,01075986;Cardiometabolic
TET2_VE_mis_VAF10;CEBPB:P17676:OID20052:v1:Cardiometabolic;34840;189;34651;4,89E-05;-0,286027625;-0,424062851;-0,147992398;0,070424971;-0,300136432;0,001478817;Cardiometabolic
JAK2_mis;VCAM1:P19320:OID20396:v1:Cardiometabolic;35587;16;35571;4,98E-05;0,970907167;0,501854247;1,439960087;0,23930893;1,095495088;0,027807935;Cardiometabolic
